"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPS19.1",1.37728212379909e-36,-3.5696241269521,0.329,0.935,4.61912878679739e-32,"8","RPS19"
"RPL35",2.31435231586757e-36,-3.99203120560699,0.137,0.91,7.76187479695666e-32,"8","RPL35"
"RPS3.1",4.85544857444049e-36,-3.76930031876832,0.247,0.923,1.62842034289585e-31,"8","RPS3"
"RPL8",6.02559627611321e-36,-3.74401636066853,0.164,0.921,2.02086447908285e-31,"8","RPL8"
"RPS6",6.12791418734302e-36,-3.46126827487151,0.178,0.936,2.0551798601511e-31,"8","RPS6"
"RPL5",7.07688828958508e-36,-4.48698967863501,0.096,0.893,2.37344679456104e-31,"8","RPL5"
"RPL12",8.6127697266905e-36,-3.52798842380743,0.192,0.926,2.88855071093746e-31,"8","RPL12"
"RPL30",1.37696609374593e-35,-3.07997021656617,0.466,0.946,4.61806888520509e-31,"8","RPL30"
"RPLP2",1.42340473939177e-35,-3.16854327263395,0.288,0.933,4.77381481497212e-31,"8","RPLP2"
"RPL36",1.45456434896659e-35,-3.57988215547305,0.151,0.919,4.87831791356416e-31,"8","RPL36"
"GRINA",1.60950305645851e-35,3.85525618672418,0.466,0.077,5.39795135075055e-31,"8","GRINA"
"RPL37A",2.11688801609156e-35,-3.15855701379483,0.233,0.941,7.09961902836787e-31,"8","RPL37A"
"RPL6",2.73991567995492e-35,-3.53504971522546,0.151,0.921,9.1891292074328e-31,"8","RPL6"
"RPS13",2.82370217951812e-35,-3.68386728777932,0.192,0.912,9.47013236966787e-31,"8","RPS13"
"RPL37",4.02069224548831e-35,-3.06967747711588,0.342,0.935,1.34845976529187e-30,"8","RPL37"
"RACK1",4.73610747177793e-35,-4.34884090335977,0.096,0.885,1.58839572388488e-30,"8","RACK1"
"BASP1.2",4.80389924967114e-35,4.30299214210314,0.548,0.114,1.61113173035471e-30,"8","BASP1"
"RPS2",4.98992004889572e-35,-2.88190634786856,0.425,0.952,1.67351938599865e-30,"8","RPS2"
"RPL14",1.19631009661314e-34,-3.83195755093294,0.178,0.895,4.01218480202113e-30,"8","RPL14"
"RPL9",2.07917318813904e-34,-2.89901687378682,0.315,0.944,6.97313103838071e-30,"8","RPL9"
"RPL27A",2.2681607941501e-34,-3.30154794749463,0.233,0.916,7.6069576714206e-30,"8","RPL27A"
"RPS25",2.48251859254423e-34,-3.38024758818929,0.247,0.911,8.32587085567483e-30,"8","RPS25"
"RRAGC",5.99666368175998e-34,4.24801687459578,0.438,0.071,2.01116106558866e-29,"8","RRAGC"
"RPL24",7.26713239691989e-34,-3.51800425206104,0.164,0.899,2.43725086327899e-29,"8","RPL24"
"RPL39",7.40296454410387e-34,-2.88570813796862,0.411,0.94,2.48280624880156e-29,"8","RPL39"
"RPS21",1.16208780698212e-33,-3.82582580264428,0.096,0.891,3.89741008705662e-29,"8","RPS21"
"RPL22",2.87450366521079e-33,-3.73658681550381,0.137,0.885,9.64051039238396e-29,"8","RPL22"
"IRAK3.1",3.04535908275385e-33,4.06188290911579,0.411,0.062,1.02135252917399e-28,"8","IRAK3"
"RPS16",3.08804465958342e-33,-2.99556239405638,0.247,0.924,1.03566841793109e-28,"8","RPS16"
"RPL28",9.13451042892152e-33,-2.40549474844443,0.603,0.958,3.0635321076517e-28,"8","RPL28"
"TNFSF13B",1.75825640992516e-32,4.01996522655156,0.342,0.043,5.89684034760701e-28,"8","TNFSF13B"
"RPL10A",4.5916377232811e-32,-3.50616591908357,0.151,0.884,1.53994345963402e-27,"8","RPL10A"
"RPS28",1.67829454706406e-31,-2.32898143881181,0.479,0.952,5.62866425194345e-27,"8","RPS28"
"RPL27",2.55074712141733e-31,-3.42368023577992,0.151,0.873,8.55469569580943e-27,"8","RPL27"
"RNF144B",1.76262982924793e-30,4.68590216017539,0.301,0.035,5.91150792133171e-26,"8","RNF144B"
"MXD1",2.89772335446836e-30,4.16349353205027,0.438,0.08,9.718384586216e-26,"8","MXD1"
"CXCL16.1",2.98970398653347e-30,3.88425696699536,0.329,0.042,1.00268692300359e-25,"8","CXCL16"
"ATP6V0D1.1",3.08383981016693e-30,3.77734442367709,0.562,0.141,1.03425819553378e-25,"8","ATP6V0D1"
"MT-ATP6",4.81087545589756e-30,-2.58338293580679,0.685,0.941,1.61347141039893e-25,"8","MT-ATP6"
"RPSA.1",5.17773608416137e-30,-3.46754096571273,0.082,0.854,1.73650912790604e-25,"8","RPSA"
"RPS5.1",6.15072408015004e-30,-3.82125000373488,0.11,0.839,2.06282984200072e-25,"8","RPS5"
"RPLP0",2.20193860931018e-29,-3.92281223608661,0.068,0.83,7.38486170790449e-25,"8","RPLP0"
"RPL38",3.09056545495651e-29,-3.05790195328379,0.205,0.869,1.03651384228332e-24,"8","RPL38"
"PPP1R15A.1",3.19420991351038e-29,3.18469081613433,0.836,0.46,1.07127412079311e-24,"8","PPP1R15A"
"MT-CO1.1",3.62445795270881e-29,-2.56845617216378,0.685,0.937,1.21557070817948e-24,"8","MT-CO1"
"RPS10",1.46793584752235e-28,-4.42091657677806,0.055,0.796,4.92316324542045e-24,"8","RPS10"
"GLA",1.631183290433e-28,4.14033952887875,0.329,0.045,5.47066251945418e-24,"8","GLA"
"NACA",2.90294141890937e-28,-2.78596030622221,0.233,0.881,9.73588493073826e-24,"8","NACA"
"RPL4",2.96349067824699e-28,-5.94020452651651,0.027,0.761,9.93895503670477e-24,"8","RPL4"
"ZFP36.1",1.08319374823521e-27,2.32461855710364,0.973,0.793,3.63281519283124e-23,"8","ZFP36"
"MAFF.2",2.50543255647027e-27,2.94279949862613,0.644,0.208,8.40271970788998e-23,"8","MAFF"
"ALOX5AP.6",3.67206171444659e-27,3.09587636569258,0.74,0.31,1.2315360577911e-22,"8","ALOX5AP"
"EEF1B2",4.61166228867555e-27,-4.1155594099892,0.055,0.783,1.546659298376e-22,"8","EEF1B2"
"HLA-B.2",5.97900685913922e-27,1.39342212080543,1,0.915,2.00523932041811e-22,"8","HLA-B"
"ZFP36L2.5",6.83168199407726e-27,-3.74754480215216,0.096,0.802,2.29120950717363e-22,"8","ZFP36L2"
"PDE4B.3",1.03450532022535e-26,4.52449530992275,0.726,0.338,3.46952394297178e-22,"8","PDE4B"
"RPS20",1.1556987543678e-26,-2.76722658191859,0.164,0.866,3.87598248239874e-22,"8","RPS20"
"RPL7",1.54022184204111e-26,-2.91614209466752,0.137,0.848,5.16559601383748e-22,"8","RPL7"
"RPS11.1",1.64511391007693e-26,-2.41492691863448,0.315,0.89,5.517383031616e-22,"8","RPS11"
"TMSB10.1",3.59325954456014e-26,-2.12869610308185,0.616,0.962,1.20510738605458e-21,"8","TMSB10"
"RPS26",6.76886765409713e-26,-3.02997996760218,0.164,0.827,2.2701428338311e-21,"8","RPS26"
"NFKBIZ.3",7.35902686795906e-26,3.37052367664994,0.685,0.263,2.46807043097611e-21,"8","NFKBIZ"
"STEAP4.1",1.04456999152546e-25,3.17612225072669,0.329,0.048,3.50327883757808e-21,"8","STEAP4"
"NFKBIA.3",1.32970808088204e-25,2.83193784839645,0.89,0.687,4.45957496166219e-21,"8","NFKBIA"
"RNF149",6.24992496759115e-25,3.48358800351041,0.575,0.181,2.09609983563072e-20,"8","RNF149"
"MT-CO2",9.41271163109638e-25,-2.0326724538689,0.849,0.927,3.1568352268371e-20,"8","MT-CO2"
"HES4.1",1.14615266944699e-24,4.88870786418066,0.37,0.068,3.84396682279131e-20,"8","HES4"
"TOMM7",2.15305504511962e-24,-3.2004763875749,0.068,0.781,7.22091601032219e-20,"8","TOMM7"
"H3F3A",3.05964159431467e-24,1.86859206241028,0.918,0.859,1.02614259790125e-19,"8","H3F3A"
"H3F3B",6.48493443956303e-24,1.86636858015013,0.973,0.893,2.17491731234065e-19,"8","H3F3B"
"ARRB2.1",6.50231428363922e-24,3.2747796065105,0.493,0.131,2.18074616444692e-19,"8","ARRB2"
"MT-ND3",8.08850908729846e-24,-2.13542793420747,0.658,0.912,2.71272417769816e-19,"8","MT-ND3"
"CD55.4",1.06703234904455e-23,2.63320516336372,0.753,0.38,3.57861309222561e-19,"8","CD55"
"HLA-E.2",1.13773015277701e-23,1.62666618920697,0.959,0.816,3.81571938638355e-19,"8","HLA-E"
"MT-CO3",1.41799343060573e-23,-1.83053112892272,0.767,0.945,4.75566636756549e-19,"8","MT-CO3"
"CTSS.5",1.98654294746925e-23,3.03096001864133,0.685,0.291,6.66246773722237e-19,"8","CTSS"
"IER3.2",2.96773291132834e-23,3.1135693254461,0.589,0.189,9.95318263801298e-19,"8","IER3"
"RPL36A",3.54156935864029e-23,-8.5899423344627,0,0.664,1.18777153150078e-18,"8","RPL36A"
"SELL.1",9.03239912497877e-23,3.28037299918271,0.493,0.131,3.02928601853538e-18,"8","SELL"
"MT-CYB",9.52709341701665e-23,-1.9042304607052,0.712,0.925,3.19519659019904e-18,"8","MT-CYB"
"ACTB.2",1.23981363323704e-22,1.7555199072387,0.959,0.945,4.15808696315038e-18,"8","ACTB"
"COX4I1",5.09715260133724e-22,-3.51205747249461,0.027,0.693,1.70948303943648e-17,"8","COX4I1"
"CD81.3",7.99709734751574e-22,-8.61547194358972,0,0.64,2.68206650840983e-17,"8","CD81"
"HIF1A",1.15996076872858e-21,3.57374066928069,0.589,0.221,3.89027642616192e-17,"8","HIF1A"
"PNRC1.1",1.39215797788545e-21,2.25631171349731,0.863,0.693,4.66901942623222e-17,"8","PNRC1"
"MT-ND4",1.91189058654821e-21,-1.60417636966633,0.795,0.92,6.41209864916538e-17,"8","MT-ND4"
"HMGB1",2.1932265961242e-21,-2.60451185563321,0.068,0.748,7.35564335808133e-17,"8","HMGB1"
"TNFAIP3.5",2.2933293529763e-21,2.53907469404706,0.822,0.551,7.69136798401191e-17,"8","TNFAIP3"
"TOM1",3.45428521196163e-21,4.11581030373425,0.26,0.038,1.15849817438769e-16,"8","TOM1"
"TAGAP.4",4.15177104275268e-21,2.93461985279646,0.685,0.321,1.3924209723184e-16,"8","TAGAP"
"NOP53.1",5.0111261415444e-21,-8.33273508934733,0,0.625,1.68063148535116e-16,"8","NOP53"
"LY96.1",6.30409950714331e-21,3.53531567512679,0.315,0.056,2.11426889270572e-16,"8","LY96"
"COX7C",6.41327176662309e-21,-3.27059653961358,0.068,0.713,2.15088308509005e-16,"8","COX7C"
"ATG3",1.41525831610845e-20,3.57488200848563,0.425,0.109,4.74649334056452e-16,"8","ATG3"
"IFITM3.7",2.26254912587016e-20,1.97082925824122,0.699,0.27,7.58813725834334e-16,"8","IFITM3"
"CCNL1.1",3.15067245926572e-20,2.48621303964789,0.781,0.507,1.05667252938854e-15,"8","CCNL1"
"BTF3",3.58799150783339e-20,-2.64817022263193,0.151,0.753,1.20334059189716e-15,"8","BTF3"
"RPL31",7.16456859785895e-20,-2.65030197201035,0.123,0.753,2.40285301634994e-15,"8","RPL31"
"UQCRB",8.02120113306951e-20,-3.4189517158193,0.068,0.683,2.69015043600885e-15,"8","UQCRB"
"ACTR3.1",1.4423595445394e-19,2.68680809964151,0.644,0.303,4.83738544047624e-15,"8","ACTR3"
"PPDPF",1.90388120884805e-19,-4.34736904219283,0.014,0.619,6.38523679823457e-15,"8","PPDPF"
"VIM.3",1.99025656620736e-19,-2.4553933465822,0.397,0.891,6.67492247174624e-15,"8","VIM"
"RPL23",2.63067031967501e-19,-2.31433863542321,0.123,0.766,8.82274211812606e-15,"8","RPL23"
"CYSTM1.2",3.47798184159141e-19,2.94928700651961,0.493,0.155,1.16644555003293e-14,"8","CYSTM1"
"FAU",6.20408828899271e-19,-1.47263980932937,0.575,0.911,2.08072713036238e-14,"8","FAU"
"MT-ND1",7.00301857234764e-19,-1.44965591769048,0.795,0.915,2.34867236879395e-14,"8","MT-ND1"
"GNAS.1",7.04306675448619e-19,-2.19063485389371,0.178,0.796,2.36210372811958e-14,"8","GNAS"
"PSTPIP2",1.15335993057037e-18,4.27691580237853,0.26,0.043,3.8681385351469e-14,"8","PSTPIP2"
"IRF1",1.28199720770939e-18,2.55171925486839,0.753,0.472,4.29956223521575e-14,"8","IRF1"
"PFDN5",3.15312340617221e-18,-2.04120373052625,0.205,0.803,1.05749452796204e-13,"8","PFDN5"
"RPL36AL",3.65733641179473e-18,-2.03582475900431,0.164,0.76,1.22659748578772e-13,"8","RPL36AL"
"AC016831.1",5.53345841934548e-18,3.28252695093958,0.425,0.122,1.85581128468009e-13,"8","AC016831.1"
"HNRNPA1",6.16654226245038e-18,-2.68645119213447,0.11,0.694,2.06813494398061e-13,"8","HNRNPA1"
"PPIA",7.6734989883847e-18,-2.46596774908304,0.082,0.691,2.57353809072446e-13,"8","PPIA"
"MX2",2.20036607139612e-17,3.78047315542677,0.342,0.082,7.37958773024829e-13,"8","MX2"
"SRSF7.5",2.45477808021945e-17,-3.08460090400161,0.082,0.643,8.23283472543999e-13,"8","SRSF7"
"BTG1.5",2.6723288724549e-17,-2.00162671024892,0.329,0.809,8.96245657243924e-13,"8","BTG1"
"SARAF.5",3.09919590256546e-17,-2.83219185282974,0.11,0.676,1.0394083218024e-12,"8","SARAF"
"GBP3",3.31726842822666e-17,4.03429022576823,0.26,0.047,1.11254548545866e-12,"8","GBP3"
"HINT1.1",4.32539572298581e-17,-3.19356208924103,0.041,0.615,1.45065121757498e-12,"8","HINT1"
"HSPA8",4.3374097525152e-17,-2.66121990528567,0.096,0.681,1.45468048279855e-12,"8","HSPA8"
"S100A10.3",5.22583864024815e-17,-3.52606981609801,0.068,0.629,1.75264176316642e-12,"8","S100A10"
"NPM1",5.70429317469183e-17,-2.23636975985082,0.137,0.71,1.91310584492814e-12,"8","NPM1"
"LYN.1",5.71358709527149e-17,3.08901541221431,0.425,0.127,1.91622284001215e-12,"8","LYN"
"ISG15.1",6.27552943502491e-17,3.66804708736698,0.562,0.234,2.10468706191865e-12,"8","ISG15"
"CALM1.2",6.64653999307454e-17,-1.88249076137021,0.26,0.803,2.22911658287734e-12,"8","CALM1"
"CYTH4",9.31383526579159e-17,3.61292830828214,0.315,0.071,3.12367407144118e-12,"8","CYTH4"
"KDM6B.4",1.2779435927852e-16,2.36617125403539,0.63,0.296,4.28596722148301e-12,"8","KDM6B"
"TUBA1B.2",1.5255206739016e-16,-3.1727380624368,0.055,0.615,5.11629123613118e-12,"8","TUBA1B"
"CASP4",1.88294778830472e-16,3.07582700694301,0.521,0.211,6.31503029241636e-12,"8","CASP4"
"AHNAK",1.92171746453611e-16,-3.47499634880314,0.055,0.608,6.44505603256121e-12,"8","AHNAK"
"ETS1.5",2.28877238314972e-16,-5.03237404752831,0.014,0.55,7.67608481860754e-12,"8","ETS1"
"CMTM6.4",3.23543514954029e-16,2.68140328035896,0.589,0.284,1.08510024045282e-11,"8","CMTM6"
"TMSB4X",3.48773022905789e-16,-1.23044811979152,0.89,0.985,1.16971496422143e-11,"8","TMSB4X"
"MAP1LC3B.1",4.24418016068651e-16,2.67220046890623,0.671,0.389,1.42341314229104e-11,"8","MAP1LC3B"
"OST4",5.03931460039156e-16,-2.60997264537454,0.082,0.639,1.69008533067932e-11,"8","OST4"
"TAP1",7.12031609942738e-16,3.26504363609917,0.507,0.207,2.38801161342595e-11,"8","TAP1"
"CALR",7.47593435935329e-16,-4.54825572916529,0.014,0.541,2.50727886543991e-11,"8","CALR"
"CFLAR.2",7.67779199784287e-16,2.27944747119925,0.671,0.393,2.57497788023654e-11,"8","CFLAR"
"UBB",9.07725051794737e-16,-1.9285074347908,0.247,0.783,3.04432827870919e-11,"8","UBB"
"EIF4A2.1",1.59133964121068e-15,-3.40643425377114,0.068,0.593,5.33703488869239e-11,"8","EIF4A2"
"EIF3E",2.0970247616881e-15,-4.11465900054712,0.014,0.532,7.03300164574956e-11,"8","EIF3E"
"EDF1",2.1934530055187e-15,-3.76253178860127,0.027,0.551,7.35640268990862e-11,"8","EDF1"
"SLC25A6.1",2.26926052513439e-15,-2.74498090193261,0.068,0.611,7.61064594919573e-11,"8","SLC25A6"
"EZR.5",2.64382383659077e-15,-5.17523697950222,0.014,0.524,8.86685638315813e-11,"8","EZR"
"CD99.1",2.77648513398312e-15,-3.10195545185938,0.041,0.572,9.3117758423526e-11,"8","CD99"
"VASP.1",3.01551360167102e-15,2.9334182733387,0.479,0.182,1.01134295172843e-10,"8","VASP"
"NCL.2",3.03704045997674e-15,-3.56134632151566,0.014,0.53,1.018562629467e-10,"8","NCL"
"CIRBP",4.23883334417391e-15,-2.36802758475578,0.082,0.635,1.42161992696905e-10,"8","CIRBP"
"SDCBP.2",4.40693931167702e-15,1.93440140414321,0.74,0.554,1.47799930635024e-10,"8","SDCBP"
"SAMSN1.4",4.41919653644752e-15,2.22772733259366,0.644,0.343,1.48211013439377e-10,"8","SAMSN1"
"DDX24.3",4.55971070575106e-15,-7.78549425978235,0,0.499,1.52923577649479e-10,"8","DDX24"
"HSP90AB1",5.68604923075411e-15,-2.12764919204877,0.123,0.67,1.90698719101031e-10,"8","HSP90AB1"
"JUND.1",6.86160259258101e-15,-1.30390663461228,0.575,0.931,2.30124427749982e-10,"8","JUND"
"HLA-A.2",9.84708758266772e-15,1.03650879164787,0.945,0.894,3.3025162334751e-10,"8","HLA-A"
"UBA52",1.00011634759868e-14,-1.19787457874532,0.534,0.888,3.35419020657646e-10,"8","UBA52"
"ATP5MC2.1",1.09183314898759e-14,-3.37819252315244,0.041,0.556,3.66179001507456e-10,"8","ATP5MC2"
"IRF7",1.53400926216059e-14,3.70370836484377,0.315,0.08,5.14476026343418e-10,"8","IRF7"
"EIF3F",1.69890380923708e-14,-5.27864843156716,0.014,0.502,5.6977835954193e-10,"8","EIF3F"
"BCL6",1.93485899851707e-14,3.55021783479684,0.329,0.087,6.48913010922654e-10,"8","BCL6"
"FLOT1",2.08071465275581e-14,3.03956662538335,0.356,0.101,6.97830080241245e-10,"8","FLOT1"
"CCL4L2.1",3.46769259158863e-14,3.76134838141729,0.411,0.136,1.16299474136699e-09,"8","CCL4L2"
"DYNLL1.1",4.06198584304604e-14,-4.21285288901832,0.027,0.516,1.36230881204078e-09,"8","DYNLL1"
"YBX1.2",4.59589432826986e-14,-1.73442737883953,0.137,0.678,1.54137103981515e-09,"8","YBX1"
"FYB1.5",4.90462854712928e-14,2.438330107197,0.616,0.347,1.64491432213622e-09,"8","FYB1"
"COX6C.1",8.77549280369865e-14,-2.48581403718145,0.068,0.577,2.94312477650445e-09,"8","COX6C"
"NDUFS5.2",1.01834013926919e-13,-3.92658148919479,0.014,0.492,3.41530915908102e-09,"8","NDUFS5"
"RNF213.5",1.07981812631623e-13,2.6245324770808,0.616,0.354,3.62149403203938e-09,"8","RNF213"
"CPEB4",1.20471781149764e-13,3.13323357182901,0.301,0.077,4.04038259620077e-09,"8","CPEB4"
"ANXA1.3",1.2357203365206e-13,-2.94022506416307,0.164,0.632,4.14435886462279e-09,"8","ANXA1"
"PPIB.3",1.4678629943938e-13,-7.59505468456311,0,0.462,4.92291891059791e-09,"8","PPIB"
"COMMD6",1.80788382472462e-13,-1.85108737877112,0.11,0.636,6.06328077136145e-09,"8","COMMD6"
"IL32.7",1.86889476006235e-13,-9.06230610526842,0,0.46,6.2678992462971e-09,"8","IL32"
"AES",1.88640069217252e-13,-3.27956862550894,0.027,0.507,6.3266106414082e-09,"8","AES"
"CNOT6L.7",2.2966226044733e-13,-8.00229328383461,0,0.457,7.70241289088257e-09,"8","CNOT6L"
"NDUFA4",2.50243198921148e-13,-3.0927437054819,0.027,0.507,8.39265640541747e-09,"8","NDUFA4"
"GLUL.5",3.11455054543099e-13,3.01200587860238,0.548,0.27,1.04455796192665e-08,"8","GLUL"
"MZT2B",3.17333906448613e-13,-3.43130078766117,0.027,0.5,1.06427445544736e-08,"8","MZT2B"
"NAP1L1",3.30707471248132e-13,-3.64374983893974,0.027,0.499,1.10912671707199e-08,"8","NAP1L1"
"EEF2",3.47307036846134e-13,-1.55619589684594,0.192,0.73,1.16479834017456e-08,"8","EEF2"
"SON",3.71395145694617e-13,-2.19994191932973,0.096,0.6,1.24558503963061e-08,"8","SON"
"CD52.7",4.23363061906434e-13,-3.91473853792716,0.027,0.492,1.4198750370218e-08,"8","CD52"
"SLC25A3",5.21819092718023e-13,-1.92911067736852,0.068,0.573,1.7500768731577e-08,"8","SLC25A3"
"MT-ND5",6.76405187129077e-13,-1.46650772170324,0.452,0.848,2.2685277165935e-08,"8","MT-ND5"
"SRP14.1",8.63242618776422e-13,-1.62616731663973,0.178,0.692,2.89514309485237e-08,"8","SRP14"
"CXCR4.5",9.8862630293995e-13,-1.98930111278945,0.26,0.676,3.3156548948e-08,"8","CXCR4"
"GBP2",9.96560923567665e-13,2.89924890089343,0.466,0.199,3.34226602546124e-08,"8","GBP2"
"PNISR.2",1.02095520732517e-12,-2.83727603570759,0.041,0.507,3.42407957432716e-08,"8","PNISR"
"NSMAF",1.13837830582754e-12,3.72785454075137,0.26,0.062,3.81789316208442e-08,"8","NSMAF"
"APOL6",1.18740028552684e-12,2.78933700370561,0.452,0.185,3.98230307759991e-08,"8","APOL6"
"RPS4Y1",1.27011409671254e-12,-3.26916297440886,0.027,0.488,4.25970865755452e-08,"8","RPS4Y1"
"CCNI",1.74293104212061e-12,-1.57351664079298,0.137,0.646,5.84544212906411e-08,"8","CCNI"
"CALM2",1.79161355547765e-12,-1.97361284605057,0.137,0.641,6.00871354236093e-08,"8","CALM2"
"SUMO2",1.83950598398623e-12,-1.97713909061226,0.082,0.577,6.16933516909301e-08,"8","SUMO2"
"EIF4G2",2.25099360904284e-12,-3.03953014470006,0.041,0.502,7.54938236600786e-08,"8","EIF4G2"
"SSR4",2.49004846720127e-12,-2.22996941975138,0.068,0.547,8.35112454929961e-08,"8","SSR4"
"SERBP1",3.22437215316414e-12,-4.59757507493196,0.014,0.449,1.08138993272819e-07,"8","SERBP1"
"RBMX.1",3.52637971930744e-12,-7.29576060160047,0,0.426,1.18267723026133e-07,"8","RBMX"
"FKBP5.1",3.67553818965085e-12,-3.05639909011249,0.041,0.492,1.2327019980451e-07,"8","FKBP5"
"LGALS1.4",3.71988222595235e-12,-3.50380972396794,0.068,0.513,1.2475741009399e-07,"8","LGALS1"
"SAMD9L",3.73052851870883e-12,3.33535764884764,0.301,0.085,1.25114465460457e-07,"8","SAMD9L"
"SET",3.86855763495195e-12,-5.05997690660823,0.014,0.443,1.29743685961018e-07,"8","SET"
"GBP4",4.34483707717952e-12,3.41373626308691,0.329,0.102,1.45717145894447e-07,"8","GBP4"
"SOCS3.7",4.46420303328433e-12,1.91188953464806,0.63,0.348,1.4972044133029e-07,"8","SOCS3"
"PIK3R1.6",4.73736621877648e-12,-4.90570291852122,0.014,0.443,1.58881788245326e-07,"8","PIK3R1"
"RHOH.5",4.75108025477679e-12,2.82311394878985,0.548,0.302,1.59341729584704e-07,"8","RHOH"
"ATP6V0B.1",4.80192994257917e-12,2.51614098614556,0.507,0.245,1.6104712641422e-07,"8","ATP6V0B"
"N4BP1",4.87712168060184e-12,3.26402814127805,0.384,0.139,1.63568906924024e-07,"8","N4BP1"
"BRI3.7",5.58217032293008e-12,2.13265444351331,0.534,0.266,1.87214828290429e-07,"8","BRI3"
"S100A11.2",5.85063525236463e-12,1.69004747912668,0.726,0.503,1.96218605093805e-07,"8","S100A11"
"CD44.3",7.24922558012662e-12,1.9260502784775,0.712,0.557,2.43124527506287e-07,"8","CD44"
"HLA-DPA1.6",8.06279025066777e-12,-4.93747003280774,0.027,0.453,2.70409859426896e-07,"8","HLA-DPA1"
"APRT",1.25710994925768e-11,-4.01056501194436,0.014,0.436,4.21609534782041e-07,"8","APRT"
"CCL3.1",1.53441000662567e-11,4.10726161696716,0.438,0.177,5.14610428022117e-07,"8","CCL3"
"ATP5MG",1.70306727144718e-11,-1.5737137073222,0.164,0.661,5.71174701497954e-07,"8","ATP5MG"
"POLR2L.1",1.84417727386378e-11,-3.16894257444026,0.041,0.47,6.18500174108433e-07,"8","POLR2L"
"MYADM.2",1.85875384642179e-11,-2.89410040002004,0.055,0.493,6.2338886501294e-07,"8","MYADM"
"CD53.3",2.0537551841706e-11,2.0962455114112,0.63,0.458,6.88788413667138e-07,"8","CD53"
"LCP1.5",2.15135611217413e-11,1.87409483576093,0.644,0.41,7.21521812900961e-07,"8","LCP1"
"LMNA.1",2.16092649328019e-11,-2.73992919038791,0.055,0.491,7.24731527316312e-07,"8","LMNA"
"FYN.5",2.35000737790155e-11,-3.05097091042299,0.014,0.43,7.88145474400623e-07,"8","FYN"
"PARP14",2.49336408934279e-11,3.13243385633999,0.466,0.222,8.36224448283785e-07,"8","PARP14"
"EEF1D",2.99559018344517e-11,-1.19341242300954,0.301,0.8,1.00466103572384e-06,"8","EEF1D"
"LEPROTL1.7",3.73761896424885e-11,-3.66791032557365,0.027,0.442,1.25352264822978e-06,"8","LEPROTL1"
"GUK1.1",4.01962573903094e-11,-2.22511979072435,0.055,0.494,1.3481020803562e-06,"8","GUK1"
"LDHB.3",4.37229998329301e-11,-7.26703502444261,0,0.396,1.46638196839681e-06,"8","LDHB"
"GCH1",4.94026965562209e-11,3.51644658627403,0.26,0.07,1.65686763710254e-06,"8","GCH1"
"RAN",5.38562565596255e-11,-2.63719119347294,0.027,0.442,1.80623113249672e-06,"8","RAN"
"PLSCR1",5.72470712024477e-11,2.69419252538628,0.301,0.09,1.91995227398769e-06,"8","PLSCR1"
"PARK7.2",5.81702299174459e-11,-3.73473647444971,0.027,0.434,1.9509131709713e-06,"8","PARK7"
"CEMIP2.5",6.0689569329634e-11,-3.31211231720472,0.041,0.454,2.03540677617727e-06,"8","CEMIP2"
"HMGN1",6.62873337780935e-11,-3.33251466941045,0.027,0.438,2.2231446002497e-06,"8","HMGN1"
"AC058791.1.5",6.69614436867734e-11,-7.56642467658844,0,0.39,2.24575289836701e-06,"8","AC058791.1"
"ARGLU1.1",6.73947380658845e-11,-3.71563991450938,0.014,0.416,2.26028472525363e-06,"8","ARGLU1"
"TSC22D3.4",6.9473988972722e-11,-1.28926958347195,0.37,0.786,2.33001864216715e-06,"8","TSC22D3"
"HNRNPH1",7.60249353017218e-11,-2.05203608038902,0.082,0.52,2.54972428014914e-06,"8","HNRNPH1"
"TXNIP.2",8.02351749722465e-11,-1.29232157580386,0.342,0.785,2.6909272982192e-06,"8","TXNIP"
"ANXA2.5",8.02386526128933e-11,-3.56906329923329,0.027,0.433,2.69104393133121e-06,"8","ANXA2"
"NABP1.1",8.56193807106459e-11,2.87874902470479,0.411,0.174,2.87150279027364e-06,"8","NABP1"
"HSPE1",1.09257310604206e-10,-4.95316958589255,0.014,0.403,3.66427168304387e-06,"8","HSPE1"
"ADAM8.1",1.15026313073587e-10,3.27760095855536,0.301,0.096,3.85775248786196e-06,"8","ADAM8"
"SOD1",1.19757336936317e-10,-3.33617374197285,0.041,0.446,4.01642156617018e-06,"8","SOD1"
"HNRNPC",1.24692444092166e-10,1.98862050683012,0.63,0.461,4.18193518996305e-06,"8","HNRNPC"
"GSTP1.5",1.30383636196079e-10,-2.75656737114595,0.055,0.469,4.3728063907441e-06,"8","GSTP1"
"ETF1",1.33895199822212e-10,2.79426023111514,0.411,0.175,4.49057721163734e-06,"8","ETF1"
"SERF2",1.45262240274243e-10,-1.22899980380022,0.411,0.848,4.87180501431755e-06,"8","SERF2"
"SLC25A5",1.46313044725007e-10,-3.29267950217686,0.014,0.407,4.9070468939873e-06,"8","SLC25A5"
"PEBP1.2",1.6679476647727e-10,-3.68475377882387,0.014,0.404,5.59396287811468e-06,"8","PEBP1"
"GPX4.1",1.77236220825784e-10,-2.8521408888691,0.068,0.481,5.94414837405516e-06,"8","GPX4"
"ANAPC16.1",2.53004869055e-10,-2.35107039528193,0.041,0.447,8.48527729836659e-06,"8","ANAPC16"
